"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+7.85840000000E+009, +1.21446990238E+000, +0.00000000000E+000
+7.85860000000E+009, +1.30731053519E+000, +0.00000000000E+000
+7.85880000000E+009, +1.35900192340E+000, +0.00000000000E+000
+7.85900000000E+009, +1.08288178274E+000, +0.00000000000E+000
+7.85920000000E+009, +9.97529828203E-001, +0.00000000000E+000
+7.85940000000E+009, +1.33458548134E+000, +0.00000000000E+000
+7.85960000000E+009, +1.25590828245E+000, +0.00000000000E+000
+7.85980000000E+009, +9.53932243669E-001, +0.00000000000E+000
+7.86000000000E+009, +1.01633087316E+000, +0.00000000000E+000
+7.86020000000E+009, +1.25860017332E+000, +0.00000000000E+000
+7.86040000000E+009, +9.24386145867E-001, +0.00000000000E+000
+7.86060000000E+009, +1.05019290938E+000, +0.00000000000E+000
+7.86080000000E+009, +1.13791070402E+000, +0.00000000000E+000
+7.86100000000E+009, +9.91788934821E-001, +0.00000000000E+000
+7.86120000000E+009, +1.02322085328E+000, +0.00000000000E+000
+7.86140000000E+009, +1.01761538206E+000, +0.00000000000E+000
+7.86160000000E+009, +9.06988173294E-001, +0.00000000000E+000
+7.86180000000E+009, +8.42245043774E-001, +0.00000000000E+000
+7.86200000000E+009, +9.97920419180E-001, +0.00000000000E+000
+7.86220000000E+009, +8.28706341147E-001, +0.00000000000E+000
+7.86240000000E+009, +6.58972173100E-001, +0.00000000000E+000
+7.86260000000E+009, +7.78661188591E-001, +0.00000000000E+000
+7.86280000000E+009, +8.98788394090E-001, +0.00000000000E+000
+7.86300000000E+009, +8.52132866122E-001, +0.00000000000E+000
+7.86320000000E+009, +8.01455310103E-001, +0.00000000000E+000
+7.86340000000E+009, +7.28289358859E-001, +0.00000000000E+000
+7.86360000000E+009, +7.89388066288E-001, +0.00000000000E+000
+7.86380000000E+009, +7.44969989842E-001, +0.00000000000E+000
+7.86400000000E+009, +7.17835554726E-001, +0.00000000000E+000
+7.86420000000E+009, +9.60860863605E-001, +0.00000000000E+000
+7.86440000000E+009, +6.48455627111E-001, +0.00000000000E+000
+7.86460000000E+009, +8.59959780168E-001, +0.00000000000E+000
+7.86480000000E+009, +7.51808197370E-001, +0.00000000000E+000
+7.86500000000E+009, +6.10792613461E-001, +0.00000000000E+000
+7.86520000000E+009, +4.92802092002E-001, +0.00000000000E+000
+7.86540000000E+009, +6.49105581129E-001, +0.00000000000E+000
+7.86560000000E+009, +7.89052198760E-001, +0.00000000000E+000
+7.86580000000E+009, +7.96332675419E-001, +0.00000000000E+000
+7.86600000000E+009, +8.32408411744E-001, +0.00000000000E+000
+7.86620000000E+009, +6.23044941204E-001, +0.00000000000E+000
+7.86640000000E+009, +6.94891194228E-001, +0.00000000000E+000
+7.86660000000E+009, +6.66850456031E-001, +0.00000000000E+000
+7.86680000000E+009, +3.96531040426E-001, +0.00000000000E+000
+7.86700000000E+009, +5.04622433987E-001, +0.00000000000E+000
+7.86720000000E+009, +6.30365444029E-001, +0.00000000000E+000
+7.86740000000E+009, +6.03721378101E-001, +0.00000000000E+000
+7.86760000000E+009, +5.42337278146E-001, +0.00000000000E+000
+7.86780000000E+009, +5.47167108230E-001, +0.00000000000E+000
+7.86800000000E+009, +9.70335815959E-001, +0.00000000000E+000
+7.86820000000E+009, +6.83676072587E-001, +0.00000000000E+000
+7.86840000000E+009, +5.85343079897E-001, +0.00000000000E+000
+7.86860000000E+009, +6.52619584413E-001, +0.00000000000E+000
+7.86880000000E+009, +8.97257322474E-001, +0.00000000000E+000
+7.86900000000E+009, +8.32544623760E-001, +0.00000000000E+000
+7.86920000000E+009, +7.41129672210E-001, +0.00000000000E+000
+7.86940000000E+009, +6.57738486199E-001, +0.00000000000E+000
+7.86960000000E+009, +5.40181262201E-001, +0.00000000000E+000
+7.86980000000E+009, +4.88091366824E-001, +0.00000000000E+000
+7.87000000000E+009, +5.47303700794E-001, +0.00000000000E+000
+7.87020000000E+009, +6.39858068826E-001, +0.00000000000E+000
+7.87040000000E+009, +4.81191478753E-001, +0.00000000000E+000
+7.87060000000E+009, +6.64211019678E-001, +0.00000000000E+000
+7.87080000000E+009, +4.34627908995E-001, +0.00000000000E+000
+7.87100000000E+009, +4.82612706186E-001, +0.00000000000E+000
+7.87120000000E+009, +5.65362518038E-001, +0.00000000000E+000
+7.87140000000E+009, +6.62800640285E-001, +0.00000000000E+000
+7.87160000000E+009, +5.75710341506E-001, +0.00000000000E+000
+7.87180000000E+009, +4.26182484702E-001, +0.00000000000E+000
+7.87200000000E+009, +3.16599150031E-001, +0.00000000000E+000
+7.87220000000E+009, +5.50894891534E-001, +0.00000000000E+000
+7.87240000000E+009, +5.58389499841E-001, +0.00000000000E+000
+7.87260000000E+009, +4.33635800362E-001, +0.00000000000E+000
+7.87280000000E+009, +5.92675045508E-001, +0.00000000000E+000
+7.87300000000E+009, +4.06004479932E-001, +0.00000000000E+000
+7.87320000000E+009, +2.41880833122E-001, +0.00000000000E+000
+7.87340000000E+009, +2.32922868515E-001, +0.00000000000E+000
+7.87360000000E+009, +2.62849767673E-001, +0.00000000000E+000
+7.87380000000E+009, +4.81385689799E-001, +0.00000000000E+000
+7.87400000000E+009, +5.85793676166E-001, +0.00000000000E+000
+7.87420000000E+009, +5.00027226962E-001, +0.00000000000E+000
+7.87440000000E+009, +4.84755327019E-001, +0.00000000000E+000
+7.87460000000E+009, +8.14144911499E-001, +0.00000000000E+000
+7.87480000000E+009, +4.19062366414E-001, +0.00000000000E+000
+7.87500000000E+009, +4.32731054718E-001, +0.00000000000E+000
+7.87520000000E+009, +7.62856069641E-001, +0.00000000000E+000
+7.87540000000E+009, +2.49554817079E-001, +0.00000000000E+000
+7.87560000000E+009, +3.97780977398E-001, +0.00000000000E+000
+7.87580000000E+009, +5.03194480205E-001, +0.00000000000E+000
+7.87600000000E+009, +4.10175041387E-001, +0.00000000000E+000
+7.87620000000E+009, +5.20870132038E-001, +0.00000000000E+000
+7.87640000000E+009, +5.10100619917E-001, +0.00000000000E+000
+7.87660000000E+009, +5.39600706943E-001, +0.00000000000E+000
+7.87680000000E+009, +3.24665486867E-001, +0.00000000000E+000
+7.87700000000E+009, +5.68722438312E-001, +0.00000000000E+000
+7.87720000000E+009, +4.04477534543E-001, +0.00000000000E+000
+7.87740000000E+009, +6.70118893043E-001, +0.00000000000E+000
+7.87760000000E+009, +5.57200772135E-001, +0.00000000000E+000
+7.87780000000E+009, +5.08152383206E-001, +0.00000000000E+000
+7.87800000000E+009, +5.49560310189E-001, +0.00000000000E+000
+7.87820000000E+009, +4.86317355030E-001, +0.00000000000E+000
+7.87840000000E+009, +3.57710759447E-001, +0.00000000000E+000
+7.87860000000E+009, +4.61811708120E-001, +0.00000000000E+000
+7.87880000000E+009, +2.56582193999E-001, +0.00000000000E+000
+7.87900000000E+009, +6.87192625694E-001, +0.00000000000E+000
+7.87920000000E+009, +4.97986897044E-001, +0.00000000000E+000
+7.87940000000E+009, +4.73683337528E-001, +0.00000000000E+000
+7.87960000000E+009, +6.49304038953E-001, +0.00000000000E+000
+7.87980000000E+009, +5.51126636170E-001, +0.00000000000E+000
+7.88000000000E+009, +5.36731040599E-001, +0.00000000000E+000
+7.88020000000E+009, +6.85923281610E-001, +0.00000000000E+000
+7.88040000000E+009, +6.43286076882E-001, +0.00000000000E+000
+7.88060000000E+009, +6.75077557365E-001, +0.00000000000E+000
+7.88080000000E+009, +8.24246235546E-001, +0.00000000000E+000
+7.88100000000E+009, +5.76941625294E-001, +0.00000000000E+000
+7.88120000000E+009, +4.72307430599E-001, +0.00000000000E+000
+7.88140000000E+009, +6.49841480759E-001, +0.00000000000E+000
+7.88160000000E+009, +5.30477592185E-001, +0.00000000000E+000
+7.88180000000E+009, +7.32057976969E-001, +0.00000000000E+000
+7.88200000000E+009, +6.98824486164E-001, +0.00000000000E+000
+7.88220000000E+009, +6.24740829125E-001, +0.00000000000E+000
+7.88240000000E+009, +5.49679721372E-001, +0.00000000000E+000
+7.88260000000E+009, +8.36173036578E-001, +0.00000000000E+000
+7.88280000000E+009, +8.09766268031E-001, +0.00000000000E+000
+7.88300000000E+009, +7.01570473213E-001, +0.00000000000E+000
+7.88320000000E+009, +5.48587408581E-001, +0.00000000000E+000
+7.88340000000E+009, +5.46601631252E-001, +0.00000000000E+000
+7.88360000000E+009, +7.85678240773E-001, +0.00000000000E+000
+7.88380000000E+009, +7.10751322061E-001, +0.00000000000E+000
+7.88400000000E+009, +5.76049271979E-001, +0.00000000000E+000
+7.88420000000E+009, +8.30830982384E-001, +0.00000000000E+000
+7.88440000000E+009, +7.66534804924E-001, +0.00000000000E+000
+7.88460000000E+009, +8.68458036241E-001, +0.00000000000E+000
+7.88480000000E+009, +6.93574938106E-001, +0.00000000000E+000
+7.88500000000E+009, +8.02730668175E-001, +0.00000000000E+000
+7.88520000000E+009, +7.69950316126E-001, +0.00000000000E+000
+7.88540000000E+009, +8.59030873107E-001, +0.00000000000E+000
+7.88560000000E+009, +8.10597894432E-001, +0.00000000000E+000
+7.88580000000E+009, +8.65321505787E-001, +0.00000000000E+000
+7.88600000000E+009, +6.66484049440E-001, +0.00000000000E+000
+7.88620000000E+009, +6.88825174478E-001, +0.00000000000E+000
+7.88640000000E+009, +7.20112078843E-001, +0.00000000000E+000
+7.88660000000E+009, +9.48440452400E-001, +0.00000000000E+000
+7.88680000000E+009, +9.50453279687E-001, +0.00000000000E+000
+7.88700000000E+009, +8.76883287378E-001, +0.00000000000E+000
+7.88720000000E+009, +7.18702435555E-001, +0.00000000000E+000
+7.88740000000E+009, +1.15603698751E+000, +0.00000000000E+000
+7.88760000000E+009, +8.86970733212E-001, +0.00000000000E+000
+7.88780000000E+009, +9.82765824705E-001, +0.00000000000E+000
+7.88800000000E+009, +9.01351307489E-001, +0.00000000000E+000
+7.88820000000E+009, +7.90159075726E-001, +0.00000000000E+000
+7.88840000000E+009, +8.87825370605E-001, +0.00000000000E+000
+7.88860000000E+009, +9.27957542402E-001, +0.00000000000E+000
+7.88880000000E+009, +9.31745377974E-001, +0.00000000000E+000
+7.88900000000E+009, +9.63611473896E-001, +0.00000000000E+000
+7.88920000000E+009, +9.69399582213E-001, +0.00000000000E+000
+7.88940000000E+009, +7.13473275218E-001, +0.00000000000E+000
